game_id,event_id,event_type,period,period_type,time_in_period,time_remaining,coordinates_x,coordinates_y,zone_code,event_owner_team_id,away_team_id,home_team_id,situation_code,home_team_defending_side,shot_type,shooter_id,goalie_id,away_sog,home_sog,scoring_player_id,assist1_player_id,assist2_player_id,away_score,home_score
2024020890,52,period-start,1,REG,00:00,20:00,,,,,59,15,1551,right,,,,,,,,,,
2024020890,51,faceoff,1,REG,00:00,20:00,0.0,0.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,120,giveaway,1,REG,00:53,19:07,-57.0,29.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,112,goal,1,REG,01:10,18:50,36.0,-7.0,O,59.0,59,15,1551,right,wrist,,8480313.0,,,8482659.0,8480855.0,8478971.0,1.0,0.0
2024020890,53,faceoff,1,REG,01:10,18:50,0.0,0.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,134,giveaway,1,REG,01:21,18:39,63.0,41.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,117,goal,1,REG,01:42,18:18,84.0,3.0,O,59.0,59,15,1551,right,tip-in,,8480313.0,,,8479619.0,8482699.0,8480084.0,2.0,0.0
2024020890,54,faceoff,1,REG,01:42,18:18,0.0,0.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,147,giveaway,1,REG,01:48,18:12,19.0,-12.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,146,hit,1,REG,02:21,17:39,21.0,24.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,149,giveaway,1,REG,02:45,17:15,-52.0,-42.0,O,15.0,59,15,1551,right,,,,,,,,,,
2024020890,136,missed-shot,1,REG,03:06,16:54,50.0,-28.0,O,59.0,59,15,1551,right,slap,8479343.0,8480313.0,,,,,,,
2024020890,8,stoppage,1,REG,03:09,16:51,,,,,59,15,1551,right,,,,,,,,,,
2024020890,55,faceoff,1,REG,03:09,16:51,69.0,-22.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,143,penalty,1,REG,03:15,16:45,38.0,35.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,201,faceoff,1,REG,03:15,16:45,-69.0,22.0,O,15.0,59,15,1451,right,,,,,,,,,,
2024020890,148,shot-on-goal,1,REG,03:22,16:38,70.0,18.0,O,59.0,59,15,1451,right,wrist,8477021.0,8480313.0,1.0,0.0,,,,,
2024020890,150,goal,1,REG,03:47,16:13,-72.0,14.0,O,15.0,59,15,1451,right,slap,,8478971.0,,,8476880.0,8479400.0,8478440.0,2.0,1.0
2024020890,202,faceoff,1,REG,03:47,16:13,0.0,0.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,182,giveaway,1,REG,03:51,16:09,-37.0,-27.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,187,giveaway,1,REG,03:57,16:03,-42.0,-36.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,189,giveaway,1,REG,04:06,15:54,-87.0,-32.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,190,giveaway,1,REG,05:00,15:00,-29.0,-41.0,O,15.0,59,15,1551,right,,,,,,,,,,
2024020890,167,missed-shot,1,REG,05:04,14:56,43.0,-40.0,O,59.0,59,15,1551,right,wrist,8478831.0,8480313.0,,,,,,,
2024020890,168,blocked-shot,1,REG,05:09,14:51,80.0,6.0,D,59.0,59,15,1551,right,,8479410.0,,,,,,,,
2024020890,191,takeaway,1,REG,05:15,14:45,43.0,-4.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,169,shot-on-goal,1,REG,05:19,14:41,52.0,31.0,O,59.0,59,15,1551,right,slap,8477070.0,8480313.0,2.0,0.0,,,,,
2024020890,172,shot-on-goal,1,REG,05:24,14:36,82.0,-12.0,O,59.0,59,15,1551,right,wrist,8477021.0,8480313.0,3.0,0.0,,,,,
2024020890,173,blocked-shot,1,REG,05:26,14:34,87.0,6.0,D,59.0,59,15,1551,right,,8475760.0,,,,,,,,
2024020890,175,shot-on-goal,1,REG,05:27,14:33,82.0,8.0,O,59.0,59,15,1551,right,backhand,8480084.0,8480313.0,4.0,0.0,,,,,
2024020890,184,missed-shot,1,REG,05:59,14:01,-63.0,-24.0,O,15.0,59,15,1551,right,snap,8474590.0,8478971.0,,,,,,,
2024020890,9,stoppage,1,REG,06:02,13:58,,,,,59,15,1551,right,,,,,,,,,,
2024020890,203,faceoff,1,REG,06:02,13:58,-69.0,-22.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,10,stoppage,1,REG,06:19,13:41,,,,,59,15,1551,right,,,,,,,,,,
2024020890,56,faceoff,1,REG,06:19,13:41,0.0,0.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,259,hit,1,REG,06:58,13:02,-97.0,6.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,255,goal,1,REG,07:07,12:53,79.0,-8.0,O,59.0,59,15,1551,right,wrist,,8480313.0,,,8480855.0,8480891.0,8482659.0,3.0,1.0
2024020890,57,faceoff,1,REG,07:07,12:53,0.0,0.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,264,hit,1,REG,07:31,12:29,-63.0,38.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,11,stoppage,1,REG,07:36,12:24,,,,,59,15,1551,right,,,,,,,,,,
2024020890,58,faceoff,1,REG,07:36,12:24,20.0,-22.0,N,59.0,59,15,1551,right,,,,,,,,,,
2024020890,266,shot-on-goal,1,REG,08:12,11:48,-34.0,-34.0,O,15.0,59,15,1551,right,wrist,8479345.0,8478971.0,4.0,1.0,,,,,
2024020890,270,missed-shot,1,REG,08:26,11:34,73.0,-40.0,O,59.0,59,15,1551,right,wrist,8475760.0,8480313.0,,,,,,,
2024020890,277,shot-on-goal,1,REG,08:41,11:19,-49.0,-16.0,O,15.0,59,15,1551,right,wrist,8479400.0,8478971.0,4.0,2.0,,,,,
2024020890,279,shot-on-goal,1,REG,08:45,11:15,-76.0,15.0,O,15.0,59,15,1551,right,slap,8481580.0,8478971.0,4.0,3.0,,,,,
2024020890,351,blocked-shot,1,REG,08:48,11:12,-81.0,-5.0,D,15.0,59,15,1551,right,,8479400.0,,,,,,,,
2024020890,285,shot-on-goal,1,REG,09:12,10:48,-43.0,24.0,O,15.0,59,15,1551,right,slap,8471214.0,8478971.0,4.0,4.0,,,,,
2024020890,288,shot-on-goal,1,REG,09:15,10:45,-82.0,-1.0,O,15.0,59,15,1551,right,tip-in,8471214.0,8478971.0,4.0,5.0,,,,,
2024020890,12,stoppage,1,REG,09:44,10:16,,,,,59,15,1551,right,,,,,,,,,,
2024020890,59,faceoff,1,REG,09:44,10:16,0.0,0.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,296,blocked-shot,1,REG,09:52,10:08,81.0,4.0,D,59.0,59,15,1551,right,,8480855.0,,,,,,,,
2024020890,297,blocked-shot,1,REG,09:54,10:06,67.0,-9.0,D,59.0,59,15,1551,right,,8480891.0,,,,,,,,
2024020890,13,stoppage,1,REG,09:58,10:02,,,,,59,15,1551,right,,,,,,,,,,
2024020890,60,faceoff,1,REG,09:58,10:02,69.0,-22.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,307,hit,1,REG,10:01,09:59,34.0,-35.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,303,missed-shot,1,REG,10:36,09:24,43.0,27.0,O,59.0,59,15,1551,right,snap,8482659.0,8480313.0,,,,,,,
2024020890,311,shot-on-goal,1,REG,10:56,09:04,89.0,-33.0,D,15.0,59,15,1551,right,wrist,8480873.0,8478971.0,4.0,6.0,,,,,
2024020890,14,stoppage,1,REG,11:03,08:57,,,,,59,15,1551,right,,,,,,,,,,
2024020890,204,faceoff,1,REG,11:03,08:57,-69.0,-22.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,323,hit,1,REG,11:10,08:50,-96.0,-8.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,324,giveaway,1,REG,11:12,08:48,-96.0,-6.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,17,delayed-penalty,1,REG,11:37,08:23,,,,59.0,59,15,1551,right,,,,,,,,,,
2024020890,320,penalty,1,REG,11:39,08:21,30.0,28.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,18,stoppage,1,REG,11:39,08:21,,,,,59,15,1451,right,,,,,,,,,,
2024020890,205,faceoff,1,REG,11:39,08:21,-69.0,22.0,D,59.0,59,15,1451,right,,,,,,,,,,
2024020890,327,blocked-shot,1,REG,12:18,07:42,-41.0,13.0,D,15.0,59,15,1451,right,,8471214.0,,,,,,,,
2024020890,352,shot-on-goal,1,REG,12:30,07:30,-88.0,-9.0,O,15.0,59,15,1451,right,wrist,8479400.0,8478971.0,4.0,7.0,,,,,
2024020890,353,missed-shot,1,REG,12:31,07:29,-88.0,-6.0,O,15.0,59,15,1451,right,backhand,8476880.0,8478971.0,,,,,,,
2024020890,328,shot-on-goal,1,REG,12:34,07:26,-58.0,9.0,O,15.0,59,15,1451,right,slap,8471214.0,8478971.0,4.0,8.0,,,,,
2024020890,206,missed-shot,1,REG,12:36,07:24,-82.0,0.0,O,15.0,59,15,1451,right,wrist,8476880.0,8478971.0,,,,,,,
2024020890,329,goal,1,REG,12:38,07:22,-90.0,6.0,O,15.0,59,15,1451,right,wrist,,8478971.0,,,8479400.0,8476880.0,8471214.0,3.0,2.0
2024020890,19,stoppage,1,REG,12:38,07:22,,,,,59,15,1551,right,,,,,,,,,,
2024020890,207,faceoff,1,REG,12:38,07:22,0.0,0.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,341,hit,1,REG,12:47,07:13,75.0,39.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,340,giveaway,1,REG,12:49,07:11,98.0,20.0,D,15.0,59,15,1551,right,,,,,,,,,,
2024020890,208,blocked-shot,1,REG,12:51,07:09,74.0,-14.0,D,59.0,59,15,1551,right,,8480084.0,,,,,,,,
2024020890,346,hit,1,REG,12:57,07:03,56.0,-38.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,20,stoppage,1,REG,13:34,06:26,,,,,59,15,1551,right,,,,,,,,,,
2024020890,61,faceoff,1,REG,13:34,06:26,69.0,22.0,D,15.0,59,15,1551,right,,,,,,,,,,
2024020890,345,missed-shot,1,REG,13:40,06:20,52.0,20.0,O,59.0,59,15,1551,right,slap,8479343.0,8480313.0,,,,,,,
2024020890,406,shot-on-goal,1,REG,14:43,05:17,-79.0,-14.0,O,15.0,59,15,1551,right,snap,8474189.0,8478872.0,4.0,9.0,,,,,
2024020890,429,hit,1,REG,15:01,04:59,97.0,12.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,415,shot-on-goal,1,REG,15:22,04:38,-19.0,19.0,N,15.0,59,15,1551,right,tip-in,8471214.0,8478872.0,4.0,10.0,,,,,
2024020890,417,shot-on-goal,1,REG,15:58,04:02,60.0,-22.0,O,59.0,59,15,1551,right,snap,8482699.0,8480313.0,5.0,10.0,,,,,
2024020890,427,blocked-shot,1,REG,16:40,03:20,-50.0,-14.0,D,15.0,59,15,1551,right,,8479345.0,,,,,,,,
2024020890,436,shot-on-goal,1,REG,17:14,02:46,-42.0,-26.0,O,15.0,59,15,1551,right,slap,8480873.0,8478872.0,5.0,11.0,,,,,
2024020890,437,missed-shot,1,REG,17:21,02:39,-65.0,-6.0,O,15.0,59,15,1551,right,slap,8481656.0,8478872.0,,,,,,,
2024020890,448,giveaway,1,REG,17:23,02:37,-78.0,7.0,D,59.0,59,15,1551,right,,,,,,,,,,
2024020890,440,shot-on-goal,1,REG,17:38,02:22,33.0,13.0,O,59.0,59,15,1551,right,slap,8474013.0,8480313.0,6.0,11.0,,,,,
2024020890,450,takeaway,1,REG,17:46,02:14,28.0,-40.0,D,15.0,59,15,1551,right,,,,,,,,,,
2024020890,63,shot-on-goal,1,REG,18:11,01:49,-83.0,0.0,O,15.0,59,15,1551,right,deflected,8479390.0,8478872.0,6.0,12.0,,,,,
2024020890,464,hit,1,REG,19:14,00:46,-20.0,-38.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,465,hit,1,REG,19:47,00:13,-97.0,18.0,N,15.0,59,15,1551,right,,,,,,,,,,
2024020890,463,giveaway,1,REG,19:50,00:10,-58.0,-41.0,O,59.0,59,15,1551,right,,,,,,,,,,
2024020890,21,period-end,1,REG,20:00,00:00,,,,,59,15,1551,right,,,,,,,,,,
2024020890,65,period-start,2,REG,00:00,20:00,,,,,59,15,1551,left,,,,,,,,,,
2024020890,64,faceoff,2,REG,00:00,20:00,0.0,0.0,N,15.0,59,15,1551,left,,,,,,,,,,
2024020890,479,giveaway,2,REG,00:11,19:49,92.0,8.0,O,15.0,59,15,1551,left,,,,,,,,,,
2024020890,468,missed-shot,2,REG,00:19,19:41,72.0,17.0,O,15.0,59,15,1551,left,slap,8481580.0,8478872.0,,,,,,,
2024020890,469,missed-shot,2,REG,00:21,19:39,73.0,7.0,O,15.0,59,15,1551,left,tip-in,8481580.0,8478872.0,,,,,,,
2024020890,471,shot-on-goal,2,REG,00:23,19:37,87.0,-10.0,O,15.0,59,15,1551,left,backhand,8481656.0,8478872.0,6.0,13.0,,,,,
2024020890,472,shot-on-goal,2,REG,00:38,19:22,-64.0,-16.0,O,59.0,59,15,1551,left,snap,8479343.0,8480313.0,7.0,13.0,,,,,
2024020890,474,blocked-shot,2,REG,00:40,19:20,-78.0,11.0,D,59.0,59,15,1551,left,,8479410.0,,,,,,,,
2024020890,482,shot-on-goal,2,REG,01:02,18:58,-84.0,14.0,O,59.0,59,15,1551,left,wrist,8480855.0,8480313.0,8.0,13.0,,,,,
2024020890,483,shot-on-goal,2,REG,01:14,18:46,-48.0,2.0,O,59.0,59,15,1551,left,wrist,8478474.0,8480313.0,9.0,13.0,,,,,
2024020890,26,stoppage,2,REG,01:16,18:44,,,,,59,15,1551,left,,,,,,,,,,
2024020890,66,faceoff,2,REG,01:16,18:44,-69.0,22.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,490,penalty,2,REG,01:29,18:31,85.0,37.0,O,15.0,59,15,1551,left,,,,,,,,,,
2024020890,67,faceoff,2,REG,01:29,18:31,-69.0,-22.0,O,59.0,59,15,1541,left,,,,,,,,,,
2024020890,494,missed-shot,2,REG,01:56,18:04,-67.0,13.0,O,59.0,59,15,1541,left,wrist,8477951.0,8480313.0,,,,,,,
2024020890,495,blocked-shot,2,REG,02:14,17:46,-81.0,2.0,D,59.0,59,15,1541,left,,8479343.0,,,,,,,,
2024020890,27,stoppage,2,REG,02:18,17:42,,,,,59,15,1541,left,,,,,,,,,,
2024020890,68,faceoff,2,REG,02:18,17:42,-69.0,-22.0,D,15.0,59,15,1541,left,,,,,,,,,,
2024020890,498,shot-on-goal,2,REG,02:19,17:41,-83.0,18.0,D,15.0,59,15,1541,left,wrist,8481656.0,8478872.0,9.0,14.0,,,,,
2024020890,499,goal,2,REG,02:47,17:13,-71.0,-23.0,O,59.0,59,15,1541,left,slap,,8480313.0,,,8482699.0,8479343.0,8479410.0,4.0,2.0
2024020890,69,faceoff,2,REG,02:47,17:13,0.0,0.0,N,15.0,59,15,1551,left,,,,,,,,,,
2024020890,605,missed-shot,2,REG,03:08,16:52,83.0,-1.0,O,15.0,59,15,1551,left,tip-in,8476880.0,8478872.0,,,,,,,
2024020890,608,shot-on-goal,2,REG,03:20,16:40,-76.0,35.0,O,59.0,59,15,1551,left,snap,8482659.0,8480313.0,10.0,14.0,,,,,
2024020890,615,missed-shot,2,REG,03:52,16:08,66.0,27.0,O,15.0,59,15,1551,left,snap,8481656.0,8478872.0,,,,,,,
2024020890,28,stoppage,2,REG,03:55,16:05,,,,,59,15,1551,left,,,,,,,,,,
2024020890,209,faceoff,2,REG,03:55,16:05,69.0,22.0,D,59.0,59,15,1551,left,,,,,,,,,,
2024020890,618,missed-shot,2,REG,04:03,15:57,-54.0,22.0,O,59.0,59,15,1551,left,snap,8478831.0,8480313.0,,,,,,,
2024020890,627,blocked-shot,2,REG,05:12,14:48,80.0,-6.0,D,15.0,59,15,1551,left,,8474590.0,,,,,,,,
2024020890,630,shot-on-goal,2,REG,05:31,14:29,71.0,-1.0,O,15.0,59,15,1551,left,tip-in,8478233.0,8478872.0,10.0,15.0,,,,,
2024020890,29,stoppage,2,REG,05:38,14:22,,,,,59,15,1551,left,,,,,,,,,,
2024020890,210,faceoff,2,REG,05:38,14:22,69.0,-22.0,O,15.0,59,15,1551,left,,,,,,,,,,
2024020890,634,blocked-shot,2,REG,05:41,14:19,47.0,20.0,D,15.0,59,15,1551,left,,8479345.0,,,,,,,,
2024020890,639,giveaway,2,REG,05:59,14:01,-66.0,36.0,D,15.0,59,15,1551,left,,,,,,,,,,
2024020890,638,hit,2,REG,06:11,13:49,-99.0,-16.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,30,stoppage,2,REG,06:19,13:41,,,,,59,15,1551,left,,,,,,,,,,
2024020890,70,faceoff,2,REG,06:19,13:41,-69.0,-22.0,D,15.0,59,15,1551,left,,,,,,,,,,
2024020890,654,hit,2,REG,06:40,13:20,-81.0,36.0,N,15.0,59,15,1551,left,,,,,,,,,,
2024020890,657,hit,2,REG,06:46,13:14,-95.0,-25.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,648,shot-on-goal,2,REG,07:07,12:53,-64.0,19.0,O,59.0,59,15,1551,left,wrist,8478831.0,8480313.0,11.0,15.0,,,,,
2024020890,71,shot-on-goal,2,REG,07:26,12:34,44.0,23.0,O,15.0,59,15,1551,left,slap,8480873.0,8478872.0,11.0,16.0,,,,,
2024020890,31,stoppage,2,REG,07:28,12:32,,,,,59,15,1551,left,,,,,,,,,,
2024020890,211,faceoff,2,REG,07:28,12:32,69.0,22.0,O,15.0,59,15,1551,left,,,,,,,,,,
2024020890,72,blocked-shot,2,REG,07:32,12:28,49.0,34.0,D,15.0,59,15,1551,left,,8477845.0,,,,,,,,
2024020890,660,missed-shot,2,REG,08:04,11:56,-83.0,2.0,O,59.0,59,15,1551,left,tip-in,8475760.0,8480313.0,,,,,,,
2024020890,669,shot-on-goal,2,REG,08:24,11:36,-49.0,-9.0,O,59.0,59,15,1551,left,snap,8477951.0,8480313.0,12.0,16.0,,,,,
2024020890,670,shot-on-goal,2,REG,08:41,11:19,37.0,-19.0,O,15.0,59,15,1551,left,slap,8474590.0,8478872.0,12.0,17.0,,,,,
2024020890,682,giveaway,2,REG,08:46,11:14,28.0,-36.0,O,15.0,59,15,1551,left,,,,,,,,,,
2024020890,680,shot-on-goal,2,REG,09:23,10:37,66.0,32.0,O,15.0,59,15,1551,left,snap,8480796.0,8478872.0,12.0,18.0,,,,,
2024020890,681,blocked-shot,2,REG,09:38,10:22,66.0,2.0,D,15.0,59,15,1551,left,,8478911.0,,,,,,,,
2024020890,32,stoppage,2,REG,11:15,08:45,,,,,59,15,1551,left,,,,,,,,,,
2024020890,73,faceoff,2,REG,11:15,08:45,-69.0,-22.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,756,giveaway,2,REG,11:30,08:30,-66.0,39.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,33,stoppage,2,REG,11:55,08:05,,,,,59,15,1551,left,,,,,,,,,,
2024020890,74,faceoff,2,REG,11:55,08:05,-69.0,-22.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,760,shot-on-goal,2,REG,12:22,07:38,66.0,-2.0,O,15.0,59,15,1551,left,slap,8475343.0,8478872.0,12.0,19.0,,,,,
2024020890,771,hit,2,REG,12:24,07:36,93.0,9.0,N,15.0,59,15,1551,left,,,,,,,,,,
2024020890,34,stoppage,2,REG,13:16,06:44,,,,,59,15,1551,left,,,,,,,,,,
2024020890,75,faceoff,2,REG,13:16,06:44,-69.0,-22.0,D,15.0,59,15,1551,left,,,,,,,,,,
2024020890,777,shot-on-goal,2,REG,13:59,06:01,-83.0,11.0,O,59.0,59,15,1551,left,tip-in,8482699.0,8480313.0,13.0,19.0,,,,,
2024020890,212,shot-on-goal,2,REG,14:02,05:58,-79.0,3.0,O,59.0,59,15,1551,left,backhand,8480849.0,8480313.0,14.0,19.0,,,,,
2024020890,785,missed-shot,2,REG,14:19,05:41,-47.0,-31.0,O,59.0,59,15,1551,left,slap,8479410.0,8480313.0,,,,,,,
2024020890,35,stoppage,2,REG,14:22,05:38,,,,,59,15,1551,left,,,,,,,,,,
2024020890,76,faceoff,2,REG,14:22,05:38,-69.0,-22.0,D,15.0,59,15,1551,left,,,,,,,,,,
2024020890,790,blocked-shot,2,REG,14:52,05:08,75.0,4.0,D,15.0,59,15,1551,left,,8480796.0,,,,,,,,
2024020890,801,takeaway,2,REG,15:31,04:29,-91.0,-5.0,O,59.0,59,15,1551,left,,,,,,,,,,
2024020890,812,hit,2,REG,16:09,03:51,-40.0,-38.0,N,15.0,59,15,1551,left,,,,,,,,,,
2024020890,806,missed-shot,2,REG,16:25,03:35,-63.0,4.0,O,59.0,59,15,1551,left,wrist,8482699.0,8480313.0,,,,,,,
2024020890,810,shot-on-goal,2,REG,16:52,03:08,64.0,-24.0,O,15.0,59,15,1551,left,wrist,8478233.0,8478872.0,14.0,20.0,,,,,
